Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Information Ratio,N Months
0.2993,0.2977,0.787,0.8927,-0.448,0.6682,0.7491,89
